date,latitude,longitude,descr_cat_veh,descr_agglo,descr_lum,age,descr_dispo_secu,descr_grav,descr_type_col
22,44.85,-0.533333,17,1,1,75.0,14,1,1
23,48.4833,4.48333,17,1,1,62.0,14,1,4
26,43.0833,0.583333,25,2,1,95.0,14,4,1
21,48.9833,2.2,4,2,1,30.0,4,2,1
23,50.6833,3.05,21,2,5,34.0,14,2,2
40,43.9833,4.9,5,1,1,28.0,11,2,1
47,42.6675,2.99195,4,2,1,88.0,11,3,1
34,44.7333,-0.683333,21,1,2,34.0,14,1,3
51,48.6667,6.21667,21,2,4,14.0,12,2,2
16,48.6167,0.7,17,1,1,61.0,14,1,3
12,47.5284,-0.611944,21,2,1,60.0,14,1,1
14,47.2,6.46667,21,1,3,47.0,14,4,2
29,45.8667,4.68333,21,2,1,77.0,14,2,1
22,45.1,3.48333,5,2,1,33.0,11,3,1
28,45.9333,-0.983333,4,2,1,67.0,3,3,1
38,48.7167,2.5,21,2,1,67.0,14,1,1
16,45.7667,3.21667,13,2,4,34.0,11,3,1
27,48.6333,2.45,21,2,1,82.0,14,2,2
11,44.4,0.683333,21,1,1,39.0,8,1,6
14,48.2167,6.58333,21,2,4,47.0,14,4,2
22,44.7667,4.85,21,1,1,90.0,14,4,1
12,48.9667,2.25,21,1,2,48.0,14,2,2
34,46.3833,6.55,21,2,1,56.0,14,1,6
38,48.0833,-1.68333,21,2,1,49.0,14,2,1
5,49.5167,1.03333,21,2,1,65.0,14,1,2
22,48.45,2.76667,13,1,1,36.0,11,3,3
11,50.1333,2.26667,10,1,1,35.0,14,3,6
49,49.65,-1.65,21,2,2,33.0,14,2,1
27,43.6667,4.025,13,2,1,35.0,5,3,2
31,49.1167,4.58333,21,1,1,40.0,14,4,8
7,42.7833,2.96667,5,1,3,32.0,11,4,4
14,43.4333,1.65,13,1,3,42.0,11,3,2
19,45.3667,4.81667,23,1,1,43.0,14,1,4
42,43.1167,5.93333,4,2,1,60.0,11,2,1
25,48.5667,7.68333,21,2,1,43.0,14,1,1
24,47.2167,2.08333,21,1,1,76.0,14,4,1
45,48.1167,5.13333,21,2,1,65.0,14,1,7
12,49.1333,-1.48333,21,1,4,43.0,15,4,8
25,49.2833,-0.25,21,2,2,32.0,14,1,1
42,48.57,3.96834,4,1,1,96.0,2,3,6
12,48.6667,6.21667,23,2,1,63.0,14,1,2
52,48.7667,7.41667,17,1,1,67.0,14,1,1
3,44.8,-0.616667,13,2,1,43.0,11,2,1
26,49.25,3.95,21,1,1,73.0,14,4,7
25,48.2333,4.08333,13,2,1,30.0,11,2,1
16,45.4,4.36667,21,2,1,48.0,14,2,7
49,45.0325,-0.493333,2,2,4,56.0,14,1,4
22,43.4333,-1.58333,21,2,1,75.0,14,1,1
21,48.0833,-1.68333,21,2,1,17.0,12,1,2
31,47.3167,5.01667,21,2,1,40.0,14,1,2
37,46.3167,-0.466667,13,2,2,30.0,11,3,3
13,51.05,2.36667,21,2,1,35.0,14,2,1
24,48.4,2.46667,7,1,1,34.0,11,2,1
21,46.7667,4.45,21,2,1,62.0,14,2,2
44,48.9667,1.86667,21,2,1,46.0,14,2,4
42,44.85,-0.316667,24,1,3,61.0,14,1,3
30,51.05,2.36667,5,2,1,33.0,11,2,1
42,49.3667,2.43333,21,1,3,34.0,14,3,6
28,46.9333,6.35,21,2,2,72.0,14,1,2
5,50.2833,3.96667,21,2,1,78.0,14,1,3
26,43.7833,-0.416667,4,2,1,78.0,14,3,1
34,50.25,3.93333,21,2,1,31.0,14,3,2
10,49.55,0.2,21,2,2,48.0,14,2,3
38,49.55,1.05,5,1,3,32.0,5,4,3
43,45.8667,3.6,21,1,1,78.0,14,4,3
15,50.6,3.1,5,2,1,62.0,11,2,1
34,49.545,2.94639,7,1,1,33.0,11,3,2
32,44.9,-0.666667,7,1,1,43.0,11,4,4
7,49.36,0.075277,5,2,1,33.0,11,3,8
17,49.5167,0.55,24,1,1,37.0,14,1,1
14,47.35,1.18333,23,2,2,51.0,8,4,3
38,47.8833,0.233333,21,1,3,53.0,14,4,3
36,46.5833,-0.016667,21,1,1,32.0,14,4,2
42,47.6833,7.5,21,1,1,90.0,14,4,7
50,43.3,-0.366667,4,2,1,68.0,4,2,1
47,50.4333,3.08333,21,2,2,59.0,15,4,2
25,44.2667,1.05,5,1,1,31.0,11,3,2
43,48.7,2.18333,21,1,1,50.0,14,1,4
36,44.9167,-0.4,21,1,3,55.0,8,4,2
24,48.65,7.75,21,1,1,34.0,14,2,7
38,50.4333,2.98333,17,1,1,69.0,15,1,2
10,50.4,2.56667,21,2,2,45.0,8,3,2
22,49.3167,6.08333,21,2,1,44.0,14,1,1
11,43.3,-0.4,8,2,1,32.0,11,2,2
23,47.5833,5.8,5,2,1,31.0,11,3,3
7,45.1833,-0.5,21,1,3,60.0,14,3,3
14,50.2667,3.96667,21,2,2,44.0,14,3,8
20,49.1833,-0.35,7,2,1,41.0,11,4,1
32,45.5667,5.48333,5,1,2,29.0,11,3,8
37,50.4833,2.96667,8,2,2,33.0,11,3,1
12,48.7,2.3,23,1,1,40.0,14,1,4
34,47.3448,0.470557,21,1,3,36.0,14,4,8
21,48.55,3.3,21,2,3,32.0,14,3,2
52,44.5667,4.75,21,2,4,57.0,15,4,2
1,48.0833,-1.68333,21,2,2,43.0,14,2,3
14,49.3667,6.16667,21,1,1,94.0,14,1,1
34,47.9167,6.48333,21,1,3,50.0,14,4,6
19,48.2833,6.95,21,2,1,50.0,14,3,1
24,43.9667,4.18333,8,1,1,65.0,11,4,4
24,45.4333,4.88333,7,1,1,71.0,11,4,6
22,48.6167,-1.16667,21,1,1,72.0,14,3,1
31,46.3733,0.405833,21,1,4,39.0,14,3,2
11,48.9833,4.58333,21,1,3,44.0,8,4,1
43,48.9167,7.85,21,1,3,44.0,14,3,2
12,43.2,0.1,21,2,1,35.0,14,2,1
38,42.6395,9.36251,23,1,2,64.0,8,3,3
46,47.1833,2.51667,21,1,3,57.0,15,4,2
12,44.8833,2.35,7,1,1,34.0,11,3,6
1,45.7,4.86667,21,2,1,38.0,14,1,2
27,49.4333,1.08333,21,2,1,47.0,14,2,1
22,45.6167,5.91667,21,1,3,65.0,14,3,2
4,43.65,-0.383333,21,1,4,34.0,14,4,2
10,43.4017,0.199444,4,1,1,87.0,11,3,6
46,43.1167,5.93333,8,2,2,31.0,11,2,1
11,48.9833,4.51667,21,1,1,94.0,14,4,1
36,45.5,0.333333,21,1,3,59.0,14,4,2
39,43.35,0.066667,21,1,3,49.0,14,1,3
37,47.2667,-0.083333,7,1,1,41.0,11,3,1
41,48.9167,7.85,9,1,1,63.0,14,1,3
38,43.85,1.8,21,1,1,46.0,14,3,1
39,50.6333,3.06667,7,2,1,38.0,11,2,2
14,49.4667,1.13333,21,2,1,82.0,14,2,7
2,44.3833,2.53333,21,2,1,33.0,14,2,1
13,47.9167,2.65,4,1,1,37.0,3,3,1
29,44.6167,1.51667,7,1,1,44.0,11,3,8
52,48.9167,4.35,21,1,1,30.0,3,3,8
51,46.7667,6.4,21,1,1,38.0,14,1,2
35,47.3167,5.01667,21,2,1,61.0,14,2,4
23,44.2,4.03333,7,1,1,66.0,11,4,3
19,48.5167,-2.78333,13,2,1,29.0,11,1,1
42,50.6333,3.06667,21,2,2,37.0,1,2,2
6,48.6,7.6,21,1,4,45.0,14,4,3
28,46.35,4.8,21,1,3,53.0,14,4,8
38,45.0667,5.83333,21,1,4,56.0,14,3,3
21,41.6209,8.97362,7,1,1,73.0,4,4,1
51,49.4167,2.83333,8,2,2,55.0,11,2,1
39,45.3,5.63333,7,1,1,51.0,11,3,1
4,49.1833,6.33333,21,1,4,39.0,14,3,3
41,50.95,1.83333,21,1,1,49.0,14,1,2
7,47.0167,-0.216667,21,1,1,48.0,14,2,1
36,49.3667,6.16667,23,1,1,53.0,8,1,2
50,43.95,3.68333,21,1,1,61.0,14,1,1
5,45.6917,4.93333,15,2,2,30.0,11,2,1
17,48.7333,-3.46667,7,2,1,63.0,11,3,1
6,45.4333,4.4,21,2,1,59.0,14,1,1
23,46.3833,5.86667,21,2,1,67.0,14,4,8
5,45.75,6.58333,21,1,3,48.0,15,2,6
49,43.0934,5.83945,21,2,2,98.0,15,4,4
10,45.6167,4.08333,5,2,4,32.0,11,2,1
45,49.0,2.16667,3,2,1,39.0,3,2,7
44,43.2487,2.85945,5,1,4,29.0,11,4,1
8,49.0833,4.21667,21,1,3,70.0,14,3,3
9,47.95,7.26667,7,2,1,35.0,11,4,1
5,48.7,2.18333,7,1,4,45.0,11,2,4
32,43.4667,5.25,8,1,1,46.0,11,4,2
41,50.7167,3.15,21,2,1,76.0,1,3,3
22,47.3448,0.470557,21,1,1,48.0,14,3,1
15,48.8667,2.65,21,2,1,91.0,14,3,3
8,48.5,4.95,23,2,1,63.0,15,4,4
53,47.7333,1.15,21,1,3,44.0,14,3,8
38,47.6333,6.1,7,2,1,40.0,11,4,8
30,50.7,2.83333,21,1,1,33.0,14,1,7
35,49.3167,-0.00638889,5,2,2,49.0,11,2,2
42,49.1833,5.5,21,1,1,69.0,14,4,8
14,43.4167,6.43333,7,1,1,64.0,11,2,7
49,45.6167,5.18333,21,1,2,34.0,14,2,1
7,46.5833,0.333333,13,2,4,43.0,11,2,1
16,47.3167,-1.73333,21,1,1,74.0,8,3,2
50,47.6833,-2.55,7,1,3,40.0,11,3,1
44,47.3167,5.0,21,2,1,41.0,14,2,1
48,49.5,0.233333,13,2,2,47.0,5,4,2
21,47.8,6.1,21,1,1,36.0,14,2,3
49,48.5667,-4.51667,5,2,1,43.0,11,4,3
32,48.7667,0.983333,17,1,1,41.0,14,1,3
35,44.3333,2.56667,21,2,1,58.0,14,3,4
20,50.4333,2.93333,17,1,1,52.0,14,1,7
45,46.3,4.83333,3,2,1,33.0,14,2,4
27,43.7333,-0.1,8,2,1,62.0,11,3,8
40,45.1667,4.86667,7,1,1,64.0,11,4,1
50,47.95,5.26667,21,1,4,65.0,14,2,3
34,49.0667,-0.766667,21,1,1,35.0,14,3,2
46,44.65,1.56667,21,1,1,66.0,14,2,2
21,48.6,2.48333,7,1,1,52.0,11,2,4
48,48.0167,-2.33333,21,1,1,99.0,14,3,1
38,48.9667,1.8,7,1,4,36.0,11,3,4
22,47.4667,7.36667,7,1,1,40.0,11,3,2
32,50.45,1.73333,13,1,1,32.0,11,3,1
18,46.7333,1.55,7,1,1,36.0,11,4,2
37,48.2,6.36667,21,1,1,37.0,14,3,3
34,45.4333,4.4,21,2,1,94.0,14,2,2
14,47.6667,-2.75,7,2,4,33.0,11,2,1
34,48.6333,2.33333,21,2,1,47.0,14,3,3
25,50.95,1.83333,4,2,1,31.0,5,3,2
25,43.5667,3.95,21,1,2,35.0,14,1,3
16,43.7167,1.16667,21,1,3,45.0,15,4,2
31,48.2,5.95,21,1,1,45.0,14,4,3
19,49.4333,1.08333,7,2,1,39.0,11,2,1
20,45.5167,4.86667,21,2,1,87.0,14,1,2
5,51.0333,2.4,4,2,1,49.0,4,2,4
47,46.1333,0.00138889,21,1,1,50.0,14,3,1
5,45.9333,-0.983333,21,2,1,49.0,14,2,7
24,48.7167,1.36667,23,2,1,50.0,8,1,4
31,48.35,7.63333,23,2,1,64.0,14,1,1
50,44.0667,1.51667,21,1,3,32.0,14,3,1
45,48.9167,2.2,7,2,1,63.0,11,3,2
37,44.2167,2.51667,21,1,1,47.0,14,3,8
36,47.95,3.96667,21,2,1,71.0,14,1,1
7,48.0833,-1.68333,21,2,2,95.0,14,2,7
37,50.4667,3.23333,21,2,1,35.0,14,1,1
18,49.4833,1.05,21,2,1,45.0,14,1,4
21,50.15,1.86667,5,1,1,30.0,5,3,8
3,48.0833,-1.68333,7,2,1,55.0,11,3,1
11,43.8667,4.2,21,1,1,33.0,14,1,6
11,48.5833,7.75,4,2,1,48.0,1,2,2
39,48.7333,2.73333,21,1,1,59.0,14,4,6
49,48.9833,2.23333,21,2,1,50.0,14,1,1
41,48.7167,1.36667,21,2,1,39.0,14,1,4
34,47.3833,0.683333,21,2,1,38.0,14,1,2
27,48.1981,3.28389,21,2,1,48.0,14,1,1
19,45.1333,5.71667,10,2,1,63.0,14,1,1
2,47.9,6.74288,9,1,3,61.0,14,1,3
36,50.8833,2.46667,4,1,1,79.0,11,4,8
25,48.5167,-2.78333,23,2,1,60.0,14,1,1
40,44.8333,-0.533333,21,1,5,47.0,14,2,1
22,47.8167,-3.78333,8,2,4,53.0,11,4,2
9,48.9812,5.70362,21,1,1,85.0,14,4,3
41,48.8,2.13333,13,2,2,41.0,11,3,3
40,43.8333,4.5,21,2,1,39.0,14,1,2
50,46.95,5.88333,21,2,2,83.0,14,4,3
48,49.25,4.03333,13,2,1,45.0,11,2,1
48,49.65,-1.65,5,2,1,41.0,11,3,3
9,46.2667,-0.883333,21,1,1,34.0,14,4,2
46,43.6167,3.36667,21,1,1,82.0,14,3,2
41,49.9167,2.31667,23,1,1,91.0,14,1,4
23,49.4333,1.2,7,1,1,50.0,11,3,1
29,46.8167,0.416667,21,1,4,69.0,14,1,3
5,48.6333,2.33333,1,2,2,57.0,14,1,2
23,45.75,4.96667,23,1,1,53.0,14,3,4
29,48.6833,6.2,23,2,1,42.0,14,1,4
22,43.8333,4.5,13,1,2,30.0,11,3,1
15,43.8333,4.35,21,2,3,33.0,14,2,2
22,44.9833,-1.079,7,2,2,45.0,11,3,2
5,43.1333,5.98333,7,2,2,58.0,11,3,1
45,48.8667,2.9,21,1,3,39.0,14,1,1
9,43.6,1.43333,21,1,1,67.0,14,2,7
45,47.15,0.133333,21,2,3,90.0,15,4,3
21,46.6667,-1.43333,5,2,4,30.0,11,3,1
15,47.25,-2.35,13,2,1,44.0,11,3,4
26,46.55,-0.133333,21,2,1,32.0,8,4,3
42,46.15,-1.3,13,2,1,39.0,11,4,2
29,43.1,0.716667,21,1,1,26.0,8,2,8
1,43.9167,1.03333,21,1,1,97.0,14,3,2
40,43.6,1.43333,21,1,2,33.0,14,2,4
12,43.8333,4.35,21,2,1,97.0,8,2,2
50,49.5,0.133333,5,2,2,39.0,11,3,2
34,47.9,3.63333,21,2,1,45.0,14,1,3
46,41.6209,8.97362,21,1,1,46.0,14,2,3
20,43.6,1.43333,7,2,1,48.0,11,2,3
23,44.0167,1.35,21,2,1,77.0,14,1,7
27,45.1667,5.76667,21,2,1,58.0,14,1,1
28,49.5,0.133333,13,2,1,30.0,11,3,2
20,50.7,3.21667,21,1,1,77.0,8,1,2
30,49.4333,1.08333,21,1,1,50.0,14,2,4
8,47.0,2.45,21,1,1,64.0,14,4,3
16,47.25,5.93333,7,1,1,55.0,11,4,2
31,46.0333,4.03333,21,2,1,56.0,14,1,3
9,43.0934,5.83945,13,2,2,33.0,4,4,8
28,43.6,1.43333,21,2,2,38.0,14,1,1
24,44.3,5.1,10,1,1,64.0,14,1,2
32,49.3333,6.31667,7,1,4,38.0,11,4,2
33,48.45,-2.81667,8,2,1,42.0,11,3,8
42,45.7667,4.88333,4,2,4,37.0,11,2,1
37,48.9333,2.86667,15,1,1,64.0,11,2,4
22,43.1167,5.93333,21,1,1,68.0,14,1,7
2,43.7333,1.71667,21,1,3,38.0,15,4,2
2,49.0833,2.2,21,2,3,70.0,15,4,2
15,44.4417,5.01667,21,1,1,33.0,14,4,2
5,50.3833,2.75,21,1,3,73.0,14,3,2
28,49.1598,5.38278,21,2,1,40.0,14,1,6
47,45.5667,5.48333,21,2,1,40.0,14,3,2
52,43.2667,2.73333,21,2,3,35.0,14,3,1
28,46.9667,2.58333,21,1,1,56.0,14,3,3
16,50.05,2.41667,7,1,1,57.0,11,4,1
42,47.3833,0.683333,13,2,1,32.0,11,3,1
45,46.2748,4.04139,21,1,1,43.0,14,3,2
50,44.55,0.85,4,1,1,72.0,11,3,8
37,49.4333,1.08333,21,2,2,31.0,14,2,8
37,46.15,-1.3,21,1,1,74.0,14,3,6
27,42.9459,9.44279,21,1,3,35.0,15,4,8
20,44.4,4.75,21,1,1,48.0,14,3,2
32,45.7,4.58333,4,2,1,58.0,11,3,2
51,47.3833,0.733333,21,1,2,62.0,14,2,3
21,48.9,-1.13333,8,1,1,33.0,11,4,1
16,50.45,2.9,21,2,2,31.0,14,3,2
7,48.7333,6.16667,17,1,1,65.0,15,1,6
30,46.8,4.43333,4,2,1,22.0,2,2,1
33,48.4167,6.13333,21,1,1,74.0,14,3,8
36,48.6667,2.56667,13,2,1,60.0,5,2,8
12,43.45,3.75,5,2,1,77.0,11,3,1
26,45.5333,4.16667,5,2,1,30.0,11,3,1
45,49.3667,6.16667,21,1,2,64.0,14,1,2
3,49.0167,-0.133333,21,1,1,45.0,14,3,2
45,43.0667,5.93333,21,1,2,43.0,8,2,2
22,49.35,2.68333,21,1,1,65.0,14,1,7
34,45.1667,5.71667,21,2,1,44.0,15,2,1
40,43.3573,3.12,21,1,3,54.0,14,4,3
46,48.5833,7.75,13,2,4,45.0,11,2,1
36,49.1833,0.883333,7,1,1,67.0,11,3,8
31,45.9167,3.06667,21,2,1,43.0,14,4,2
17,46.25,-0.533333,13,2,3,31.0,11,4,8
12,46.65,-0.25,7,2,1,55.0,11,4,1
22,48.3833,2.95,4,2,1,101.0,3,3,1
6,43.4833,-1.48333,21,2,1,61.0,14,3,2
8,45.7833,3.08333,21,1,1,62.0,14,4,4
12,48.0833,-1.68333,21,2,1,33.0,14,2,1
49,45.75,0.583333,10,1,1,49.0,15,1,3
2,49.1667,1.93333,21,1,3,38.0,14,2,3
2,50.4167,3.01667,21,1,3,63.0,14,2,4
47,45.7333,5.0,21,2,2,38.0,14,3,1
20,48.65,-2.01667,21,2,1,35.0,14,1,6
12,47.3167,5.01667,21,2,2,58.0,14,2,2
36,46.7833,2.5,21,1,1,66.0,14,4,2
45,48.9333,2.05,21,2,2,49.0,14,2,4
52,43.6,1.43333,21,2,2,70.0,14,1,4
15,48.7,2.26667,21,1,1,47.0,14,1,4
28,47.9167,2.65,21,1,3,46.0,14,4,2
3,45.0442,3.88583,21,2,1,42.0,14,1,4
32,49.1,6.8,7,1,1,42.0,11,4,1
53,48.1167,5.13333,21,1,3,63.0,14,3,3
22,50.6333,3.06667,23,2,1,66.0,14,1,2
21,48.65,7.7,21,1,4,80.0,14,3,2
17,45.6333,-1.03333,13,2,3,73.0,4,4,8
25,46.0333,4.03333,13,2,1,31.0,11,3,8
17,49.4833,0.766667,7,1,1,37.0,11,4,1
41,50.65,3.03333,9,1,1,51.0,14,2,2
45,45.75,4.96667,21,1,1,53.0,14,2,2
5,43.4833,-1.48333,23,2,2,42.0,14,3,1
31,43.5833,-0.883333,21,1,1,22.0,14,2,3
33,45.3167,1.4,15,2,2,30.0,11,4,1
6,47.9,3.63333,21,1,3,46.0,14,4,2
9,49.5,0.133333,21,2,2,35.0,14,4,2
11,45.9667,3.31667,21,1,3,79.0,15,4,2
27,43.2333,-0.383333,21,1,1,54.0,14,4,1
51,47.6833,-2.75,4,2,1,27.0,5,3,1
3,45.6917,4.93333,21,2,4,49.0,14,2,1
19,48.5833,7.75,21,1,1,31.0,14,2,1
9,50.3833,3.26667,21,2,1,49.0,15,1,1
44,46.2167,4.51667,13,2,1,31.0,11,3,3
16,49.4333,2.55,21,2,1,96.0,14,2,2
53,48.9667,2.25,21,1,5,33.0,14,2,8
6,45.05,5.05,21,2,2,36.0,14,2,4
27,48.1333,4.01667,7,1,1,58.0,11,4,8
12,48.4167,3.26667,21,1,3,33.0,8,3,1
3,50.75,2.65,23,1,3,43.0,14,2,2
40,47.6167,1.41667,21,1,1,80.0,14,1,1
45,44.0,4.21667,21,2,1,66.0,14,1,2
15,48.7167,7.33333,7,1,1,67.0,11,3,8
26,45.75,4.96667,21,2,2,32.0,8,2,8
17,45.6833,5.03333,21,1,3,40.0,14,3,6
38,45.65,-1.03333,21,2,1,57.0,14,2,1
36,43.6667,3.71667,21,1,1,38.0,14,1,1
13,47.2667,4.23333,21,1,1,37.0,14,4,3
11,45.75,3.21667,21,2,1,87.0,14,4,2
29,45.1333,4.11667,7,1,1,50.0,11,3,1
44,47.3833,4.31667,7,1,1,38.0,11,4,4
7,43.6667,1.48333,21,2,2,35.0,14,2,1
9,49.65,-1.65,21,2,2,38.0,8,3,2
17,48.6833,6.2,21,2,1,43.0,14,2,4
7,50.75,2.65,21,1,3,35.0,14,2,8
43,48.6333,6.3,7,2,4,37.0,11,4,1
1,45.8017,0.962223,21,1,3,53.0,14,4,1
3,45.6667,4.78333,21,1,3,36.0,8,1,6
20,48.3833,7.71667,21,1,3,51.0,8,3,2
28,43.3583,-1.7,21,2,1,63.0,14,2,7
36,43.6,3.88333,15,2,1,47.0,11,2,1
19,43.7667,2.0,21,1,1,100.0,1,4,2
9,44.9,1.48333,21,1,1,44.0,14,1,3
49,45.1167,5.8,21,1,1,91.0,14,4,6
12,50.35,3.53333,21,2,1,37.0,14,1,1
16,45.8167,-0.35,21,1,4,74.0,14,4,2
29,43.5333,4.14167,7,2,1,83.0,11,3,1
12,49.0,2.38333,13,2,1,53.0,11,2,8
42,48.45,-0.2,21,1,3,49.0,14,4,8
14,49.45,0.966667,23,1,1,60.0,14,3,6
29,45.5167,4.85,13,1,1,33.0,11,3,2
10,45.1209,3.52806,21,1,1,68.0,14,4,2
37,48.1167,5.13333,21,2,1,37.0,14,1,1
29,44.8333,0.166667,25,1,1,42.0,14,4,3
18,48.45,4.35,21,1,3,48.0,14,4,2
50,45.7833,4.61667,21,1,1,52.0,14,3,3
2,50.6333,2.53333,21,1,1,85.0,14,1,8
22,49.9167,2.31667,21,1,1,20.0,12,2,7
47,50.3333,3.38333,21,2,1,94.0,14,1,2
33,47.4833,5.13333,21,1,3,36.0,8,4,3
17,48.0333,5.25,12,1,1,69.0,11,3,2
34,45.1442,3.90945,7,1,1,60.0,11,4,2
44,43.6,3.88333,1,2,1,42.0,14,1,2
21,48.9,2.08333,21,2,1,58.0,14,2,2
19,47.4333,-2.18333,7,1,1,36.0,11,4,8
13,46.1,-1.0,23,2,1,78.0,14,1,1
26,43.3167,2.63333,25,1,1,78.0,8,4,2
49,48.7667,7.41667,23,1,3,59.0,14,4,3
28,48.2,2.46667,21,2,1,61.0,14,1,1
53,43.45,3.38333,21,1,1,102.0,14,4,3
31,44.3833,5.2,21,1,1,56.0,14,1,4
5,49.4167,2.15,21,1,1,67.0,15,4,2
9,43.4,5.36667,21,1,3,28.0,14,2,4
9,47.7167,1.93333,10,1,3,65.0,8,1,3
42,48.5833,7.75,21,1,1,52.0,14,2,7
34,49.4333,1.08333,13,2,1,38.0,11,2,4
35,50.4833,1.61667,7,2,1,43.0,11,4,3
16,45.4333,4.4,21,2,1,60.0,14,1,1
33,45.05,5.66667,7,1,1,63.0,11,4,6
49,43.5833,-0.966667,21,1,1,73.0,15,4,8
28,43.6,1.43333,21,2,4,61.0,14,2,1
34,48.2833,2.98333,21,1,1,72.0,14,2,4
15,47.3833,0.733333,21,1,1,100.0,15,4,1
49,45.5167,1.2,21,1,1,91.0,14,3,8
50,48.6833,6.2,21,2,1,72.0,14,2,1
32,47.8,1.06667,21,2,1,52.0,14,1,8
12,48.7167,1.4,3,1,1,76.0,14,1,3
7,48.3,-2.0,21,1,1,94.0,14,4,3
44,43.6167,4.01667,13,1,3,31.0,11,4,6
31,48.0,2.36667,21,1,1,93.0,14,4,1
8,45.7,3.25,5,1,1,58.0,11,4,6
2,48.6833,7.7,21,1,3,56.0,14,1,3
46,49.05,6.65,21,1,3,45.0,14,4,7
33,48.8333,6.43333,4,1,1,84.0,11,4,1
42,43.6,1.43333,14,2,1,39.0,11,2,1
1,50.7,3.16667,21,1,2,19.0,9,3,1
37,44.7333,-0.683333,21,1,1,26.0,14,2,7
44,47.5833,7.51667,21,2,1,58.0,14,1,1
49,45.6667,5.41667,21,1,3,67.0,15,4,2
15,45.1333,4.11667,8,2,1,45.0,11,3,1
39,48.45,5.13333,7,2,1,48.0,11,3,8
37,48.7167,3.71667,21,1,1,34.0,14,2,7
13,48.5833,2.11667,21,1,3,51.0,14,1,6
30,43.2333,0.083333,21,2,2,46.0,14,1,1
49,48.0833,-1.68333,21,2,1,68.0,8,2,4
27,44.2667,4.51667,15,1,3,33.0,11,4,4
22,48.95,4.38333,21,2,2,36.0,1,2,8
5,50.8833,2.6,21,1,1,98.0,14,4,1
30,47.5667,1.11667,7,1,4,39.0,11,2,8
5,49.0667,-1.48333,17,1,1,51.0,14,1,1
25,47.6667,-2.75,21,2,1,83.0,14,2,2
45,45.7333,5.38333,5,1,3,59.0,11,4,2
42,48.6,2.61667,21,1,1,57.0,14,2,6
47,47.2167,-1.65,20,2,1,42.0,1,1,2
12,49.3667,6.16667,21,2,1,36.0,14,2,4
21,47.2833,0.316667,21,1,3,37.0,14,3,2
7,48.0833,-1.68333,21,2,1,70.0,14,1,2
42,47.5,0.583333,7,1,3,42.0,11,3,2
2,45.6667,3.63333,21,1,3,41.0,14,4,2
35,43.55,5.25,17,1,1,50.0,14,1,7
38,43.4,3.68333,4,2,1,30.0,1,3,1
28,43.4,3.68333,7,2,2,43.0,5,3,8
27,47.4667,5.63333,21,1,1,33.0,14,4,6
30,43.8833,-0.5,21,1,1,48.0,14,1,1
11,49.2167,-1.53333,21,1,1,64.0,14,2,1
18,47.75,1.03333,21,1,1,40.0,14,4,3
21,48.8167,1.98333,21,2,1,58.0,14,2,1
39,48.2833,6.3,21,1,1,54.0,14,1,3
26,47.6833,6.05,7,1,1,61.0,11,3,8
11,46.6667,-1.43333,21,1,1,54.0,14,1,3
43,50.65,2.83333,4,1,1,77.0,11,3,3
3,43.8333,4.35,21,2,1,63.0,14,1,1
52,48.5167,7.65,21,2,2,34.0,14,3,3
2,48.9833,2.61667,21,1,1,48.0,14,1,4
26,48.6823,2.1675,21,1,1,33.0,14,3,8
36,45.7167,4.8,5,2,2,33.0,11,3,1
20,48.9167,2.15,21,2,1,39.0,14,2,4
27,43.4833,-1.46667,23,1,1,84.0,14,2,6
48,46.9,6.36667,21,2,2,97.0,14,3,2
21,48.7,2.3,23,1,1,47.0,15,2,7
37,49.05,3.6,13,1,1,30.0,11,3,8
4,43.45,2.06667,21,1,1,68.0,14,4,2
37,43.2333,0.083333,21,2,1,55.0,14,1,7
49,43.7333,4.2,11,2,2,84.0,11,4,1
36,44.0667,1.26667,7,1,3,73.0,11,4,1
12,43.3833,-1.66667,21,2,1,66.0,14,1,1
28,49.6333,2.3,7,2,2,41.0,11,3,3
40,45.1667,4.86667,21,1,1,61.0,14,1,1
23,47.2667,6.83333,21,1,1,56.0,8,4,8
31,43.3,-0.383333,21,2,1,39.0,14,2,4
18,43.6,3.88333,21,2,2,72.0,14,1,1
39,48.0667,2.05,4,1,1,71.0,3,4,2
6,48.8167,-1.51667,21,1,3,65.0,14,4,2
3,46.95,4.68333,21,1,3,35.0,14,2,3
45,47.5833,7.56667,21,2,3,35.0,14,2,2
43,43.2333,0.116667,21,2,1,40.0,14,2,1
3,48.0,0.2,21,2,1,41.0,14,1,7
34,46.15,4.11667,7,2,1,57.0,11,2,6
37,43.4667,5.25,21,2,1,33.0,14,1,4
42,43.4,5.93333,7,1,3,40.0,11,3,7
48,46.8,1.63333,21,1,1,37.0,14,2,2
7,46.1667,-1.15,7,2,2,71.0,11,2,3
50,43.6667,-1.3,21,1,1,85.0,14,1,1
36,48.7,2.3,21,1,1,67.0,14,3,7
24,44.75,4.81667,7,1,1,37.0,11,3,4
24,48.7167,2.25,21,2,1,48.0,14,2,4
8,44.7833,0.5,21,1,1,100.0,14,3,1
43,44.9392,3.99528,21,1,1,69.0,14,3,8
43,48.5333,2.33333,21,1,1,55.0,14,3,3
13,49.1333,6.16667,21,2,1,35.0,14,2,6
9,43.6,1.43333,10,1,1,56.0,8,1,7
